"populism";"status_threat";"income";"ideology"
-18,5649609911143;0,339272389656329;0,142511119140195;1,92259853908959
-9,39058124926071;-0,99066456119365;-0,511710178701675;0,248334633001771
0,927623412329324;-2,23185100282833;-0,385628754043483;-1,36192161772769
-12,3594497887864;-3,00795008992679;-0,944058530270096;-0,208867529553129
-2,48344107557313;0,100045480505733;0,83221917271215;0,132137770777623
-11,4187852930685;-0,954388297589367;-0,881050284710825;0,29164439267441
-1,79924064908016;-2,2476566743683;0,383691709571059;-0,677106450113647
-0,267143090353512;0,141000981310939;-0,602326881835284;-0,67480557101542
-14,166766418118;0,0928095253449637;-0,396649566474895;0,947068338991781
-7,67769286337863;1,10921207251529;-0,43150495889973;0,43127166046997
-0,0213933601347498;1,32318725835452;-0,509846578951209;-0,640658711829089
4,60788635531057;1,98759883976607;-0,763460983818286;-0,952605207728512
-6,37216127128177;1,39285194180642;0,456205326213399;0,774497815397995
-6,48111441460171;-0,0316418584247464;0,421199245995202;0,299848870836861
-7,64558644060749;-0,107036797254927;0,25820395198322;0,744581394749412
-4,45193526585045;1,72972775490669;-0,136735924214525;0,637167350192948
15,2277298671492;-0,559074524506918;1,18185547842099;-1,79052195654504
8,14781158826221;0,715877570543331;0,215055388039019;-1,09754073991071
-12,21302261642;2,1741045612629;-1,83752386542625;0,656691328808616
-5,58751740414101;-0,402925280530427;0,0863923186479705;0,283327128849733
-3,66192962109496;-0,170394725661713;0,966322352219458;0,596903352877938
0,675803680703801;-0,32947280661844;0,857017813243702;-0,431841385401547
1,53357848197201;0,635223477000693;0,0623697902369137;-0,170604462739711
-2,99431403221497;1,19064263036584;0,0141691777942883;0,170497367576686
-5,41294922849135;-1,07180449811446;0,689060895114857;0,214407451971537
1,31154841978091;0,899692863143659;-0,512281786623754;-0,625258367452763
7,65121338085199;-0,867411829813676;0,489144686953028;-1,39132696244236
-1,97482381342679;-0,1552101052004;-0,166220780780969;-0,356614504281615
-8,62365250389442;0,57051282398517;0,761473126461024;0,887510277257971
-3,85780954014096;-1,30984734877249;0,00511119278532281;-0,425608481245986
-10,129581606956;0,525367086303425;-0,193524134365036;0,736278773194555
1,38777326935768;-1,13670543939029;0,342266098276014;-0,76822009517255
-9,14846443749376;0,518997118888994;-1,45367296102254;-0,110221680908254
-21,8618884238031;0,566267312598335;-0,19236881621474;2,23557723715145
-2,46026802246676;1,29272861140832;1,2586423556647;0,796907121553613
-14,2722690238113;-0,0163967665024699;0,0134231985372425;1,14738062287669
6,67396712233787;0,269476038606593;-0,799558883840022;-1,58365915466494
-1,8077856737089;-1,61558308287955;0,062167867303302;-0,627283211050566
-0,424811347087192;-0,902077564259383;0,561667033354144;-0,365792820672577
-19,8904280677759;0,130775354568731;0,112703803189444;1,99614640155077
-5,28771144870224;0,0217816275307895;-0,694236667666876;-0,236842770405067
2,31216326321536;0,843041012057813;2,78733875012139;0,685299923055746
-7,32808570746905;-0,354034685807677;1,8924229252753;1,25500951494686
9,50673415932727;0,156716910400635;0,0645511470176509;-1,67086604494591
